Type_annonce,Nombre_pieces,Prix,Adresse,Image_url
Vente,Non précisé,300000000,Yoff,https://images.coinafrique.com/thumb_4777915_uploaded_image1_1717458164.jpg
Location,8,900000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4818654_uploaded_image1_1719794558.jpg
Vente,5,386000000,Yoff,https://images.coinafrique.com/thumb_4779649_uploaded_image1_1717531740.jpg
Location,6,2500000,Dakar Plateau,https://images.coinafrique.com/thumb_4774447_uploaded_image1_1717268565.jpg
Location,4,2500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4774311_uploaded_image1_1717260421.jpg
Vente,5,750000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4777191_uploaded_image1_1717430835.jpg
Vente,5,400000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4789086_uploaded_image1_1718035958.jpg
Vente,12,70000000,Rufisque,https://images.coinafrique.com/thumb_4817318_uploaded_image1_1719692439.jpg
Vente,13,120000000,Mbao,https://images.coinafrique.com/thumb_4817090_uploaded_image1_1719679573.jpg
Vente,4,35000000,Keur Massar,https://images.coinafrique.com/thumb_4815899_uploaded_image1_1719606843.jpg
Vente,6,35000000,Keur Massar,https://images.coinafrique.com/thumb_4815586_uploaded_image1_1719590576.jpg
Vente,12,80000000,Thies,https://images.coinafrique.com/thumb_4815571_uploaded_image1_1719590156.jpg
Location,4,900000,Saly,https://images.coinafrique.com/thumb_4776309_uploaded_image1_1717403898.jpg
Location,5,450000,Thies,https://images.coinafrique.com/thumb_4813944_uploaded_image1_1719506060.jpg
Vente,10,120000000,Fass,https://images.coinafrique.com/thumb_4813674_uploaded_image1_1719495822.jpg
Location,5,2500000,Almadies,https://images.coinafrique.com/thumb_4772104_uploaded_image1_1717156539.jpg
Location,5,1700000,Saly,https://images.coinafrique.com/thumb_4774941_uploaded_image1_1717322340.jpg
Location,5,1000000,Saly,https://images.coinafrique.com/thumb_4774922_uploaded_image1_1717320901.jpg
Location,7,2500000,Almadies,https://images.coinafrique.com/thumb_4812984_uploaded_image1_1719467945.jpg
Vente,9,88000000,Guediawaye,https://images.coinafrique.com/thumb_4812790_uploaded_image1_1719445830.jpg
Location,5,2700000,Dakar,https://images.coinafrique.com/thumb_4812653_uploaded_image1_1719438445.jpg
Location,5,2000000,Dakar,https://images.coinafrique.com/thumb_4812645_uploaded_image1_1719437962.jpg
Vente,5,300000000,Fann,https://images.coinafrique.com/thumb_4812457_uploaded_image1_1719429600.jpg
Location,5,1400000,Almadies,https://images.coinafrique.com/thumb_4770378_uploaded_image1_1717072320.jpg
Vente,5,Prixsurdemande,Saly,https://images.coinafrique.com/thumb_4809164_uploaded_image1_1719277373.jpg
Vente,6,238000000,Saly,https://images.coinafrique.com/thumb_4808803_uploaded_image1_1719259670.jpg
Vente,9,400000000,Dakar,https://images.coinafrique.com/thumb_4808707_uploaded_image1_1719255647.jpg
Location,7,1000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4766105_uploaded_image1_1716890377.jpg
Location,5,1400000,Almadies,https://images.coinafrique.com/thumb_4766087_uploaded_image1_1716890007.jpg
Location,9,800000,Thies,https://images.coinafrique.com/thumb_4768192_uploaded_image1_1716983470.jpg
Vente,4,47000000,Mbour,https://images.coinafrique.com/thumb_4806179_uploaded_image1_1719094521.jpg
Vente,6,Prixsurdemande,Louga,https://images.coinafrique.com/thumb_4806098_uploaded_image1_1719088638.jpg
Location,5,1500000,Mamelles,https://images.coinafrique.com/thumb_4765983_uploaded_image1_1716888426.jpg
Vente,8,350000000,Mamelles,https://images.coinafrique.com/thumb_4765528_uploaded_image1_1716852367.jpg
Vente,5,71000000,Kedougou,https://images.coinafrique.com/thumb_4804544_uploaded_image1_1718993136.jpg
Location,11,2000000,Ouest Foire,https://images.coinafrique.com/thumb_4757991_uploaded_image1_1716462681.jpg
Location,7,4500000,Fann,https://images.coinafrique.com/thumb_4758067_uploaded_image1_1716464333.jpg
Vente,7,170000000,Diamalaye 2,https://images.coinafrique.com/thumb_4804460_uploaded_image1_1718989511.jpg
Vente,Non précisé,Prixsurdemande,Mbao,https://images.coinafrique.com/thumb_4766546_uploaded_image1_1716902484.75.jpeg
Location,7,1500000,Mamelles,https://images.coinafrique.com/thumb_4761215_uploaded_image1_1716615230.jpg
Vente,5,Prixsurdemande,Almadies,https://images.coinafrique.com/thumb_4760848_uploaded_image1_1716581848.jpg
Vente,5,220000009,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4760852_uploaded_image1_1716582068.jpg
Vente,Non précisé,56000000,Parcelle Assainies,https://images.coinafrique.com/thumb_4763324_uploaded_image1_1716750729.jpg
Vente,3,200000000,Fann,https://images.coinafrique.com/thumb_4755955_uploaded_image1_1716372142.jpg
Vente,6,Prixsurdemande,Mbao,https://images.coinafrique.com/thumb_4760224_uploaded_image1_1716555118.jpg
Vente,7,Prixsurdemande,Mbao,https://images.coinafrique.com/thumb_4760173_uploaded_image1_1716553215.jpg
Vente,6,Prixsurdemande,Mbao,https://images.coinafrique.com/thumb_4760153_uploaded_image1_1716552281.jpg
Villa,5,26000000,Mbao,https://images.coinafrique.com/thumb_4795371_uploaded_image1_1718364926.jpg
Vente,4,Prixsurdemande,Mbao,https://images.coinafrique.com/thumb_4767401_uploaded_image1_1716937343.jpg
Location,4,1300000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4753324_uploaded_image1_1716222969.jpg
Location,4,2500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4753136_uploaded_image1_1716215024.jpg
Vente,4,Prixsurdemande,Ngaparou,https://images.coinafrique.com/thumb_4799740_uploaded_image1_1718714842.jpg
Location,5,600000,Ouakam,https://images.coinafrique.com/thumb_4757397_uploaded_image1_1716432943.jpg
Vente,Non précisé,76000000,Parcelle Assainies,https://images.coinafrique.com/thumb_4774372_uploaded_image1_1717263772.jpg
Vente,Non précisé,29000000,Guediawaye,https://images.coinafrique.com/thumb_4797693_uploaded_image1_1718558879.jpg
Vente,Non précisé,28000000,Guediawaye,https://images.coinafrique.com/thumb_4797689_uploaded_image1_1718558717.jpg
Vente,5,386000000,Yoff,https://images.coinafrique.com/thumb_4749375_uploaded_image1_1715973740.jpg
Vente,Non précisé,155000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4787914_uploaded_image1_1717969217.jpg
Vente,Non précisé,175000000,Mariste,https://images.coinafrique.com/thumb_4787902_uploaded_image1_1717968750.jpg
Vente,5,70000000,Rufisque,https://images.coinafrique.com/thumb_4796916_uploaded_image1_1718474983.jpg
Vente,7,155000000,Sipres,https://images.coinafrique.com/thumb_4770619_uploaded_image1_1717082079.jpg
Location,6,1000000,Yoff,https://images.coinafrique.com/thumb_4750468_uploaded_image1_1716041687.jpg
Location,9,1800000,Mariste,https://images.coinafrique.com/thumb_4750431_uploaded_image1_1716040090.jpg
Location,4,80000,Saly,https://images.coinafrique.com/thumb_4760058_uploaded_image1_1716549998.jpg
Vente,6,Prixsurdemande,Mbour,https://images.coinafrique.com/thumb_4795046_uploaded_image1_1718353320.jpg
Vente,10,362400000,Point E,https://images.coinafrique.com/thumb_4749684_uploaded_image1_1715989975.jpg
Location,7,1500000,Almadies,https://images.coinafrique.com/thumb_4779582_uploaded_image1_1717528983.jpg
Location,5,2500000,Almadies,https://images.coinafrique.com/thumb_4749275_uploaded_image1_1715969382.jpg
Location,5,170000,Ngaparou,https://images.coinafrique.com/thumb_4757966_uploaded_image1_1716462064.jpg
Location,7,200000,Saly,https://images.coinafrique.com/thumb_4748438_uploaded_image1_1715942428.jpg
Vente,Non précisé,160000000,Colobane,https://images.coinafrique.com/thumb_4748367_uploaded_image1_1715940636.jpg
Vente,7,190000000,Grand Dakar,https://images.coinafrique.com/thumb_4792586_uploaded_image1_1718209291.jpg
Vente,6,120000000,Mbour,https://images.coinafrique.com/thumb_4792405_uploaded_image1_1718202557.jpg
Vente,5,204000000,Saly,https://images.coinafrique.com/thumb_4792150_uploaded_image1_1718195206.jpg
Location,5,1400000,Almadies,https://images.coinafrique.com/thumb_4746702_uploaded_image1_1715858927.jpg
Location,3,600000,Point E,https://images.coinafrique.com/thumb_4742481_uploaded_image1_1715679882.jpg
Vente,5,261700000,Saly,https://images.coinafrique.com/thumb_4791796_uploaded_image1_1718184772.jpg
Vente,Non précisé,220000000,Parcelle Assainies,https://images.coinafrique.com/thumb_4742464_uploaded_image1_1715679086.jpg
Vente,7,145000000,Patte d'oie,https://images.coinafrique.com/thumb_4753823_uploaded_image1_1716246950.jpg
Vente,Non précisé,200000,Ouest Foire,https://images.coinafrique.com/thumb_4789593_uploaded_image1_1718061234.jpg
Vente,5,70000000,Mbao,https://images.coinafrique.com/thumb_4768249_uploaded_image1_1716984824.jpg
Location,5,150000,Saly,https://images.coinafrique.com/thumb_4742677_uploaded_image1_1715684704.jpg
Location,4,120000,Saly,https://images.coinafrique.com/thumb_4742512_uploaded_image1_1715681052.jpg
Location,7,Prixsurdemande,Dakar Plateau,https://images.coinafrique.com/thumb_4742475_uploaded_image1_1715679510.jpg
Location,5,1500000,Point E,https://images.coinafrique.com/thumb_4742478_uploaded_image1_1715679673.jpg
Vente,8,410000000,Sacré-Coeur,https://images.coinafrique.com/thumb_4762422_uploaded_image1_1716672712.jpg
Vente,6,65000000,Mbao,https://images.coinafrique.com/thumb_4762218_uploaded_image1_1716662805.jpg
Vente,4,45000000,Keur Massar,https://images.coinafrique.com/thumb_4787615_uploaded_image1_1717955343.jpg
Vente,Non précisé,210000000,Mamelles,https://images.coinafrique.com/thumb_4756627_uploaded_image1_1716393347.62.jpeg
Vente,8,75000000,Thies,https://images.coinafrique.com/thumb_4744717_uploaded_image1_1715772310.jpg
Vente,5,80000000,Almadies 2,https://images.coinafrique.com/thumb_4786990_uploaded_image1_1717915376.jpg
Location,11,1500000,Mamelles,https://images.coinafrique.com/thumb_4786924_uploaded_image1_1717899189.jpg
Location,5,600000,Saly,https://images.coinafrique.com/thumb_4786000_uploaded_image1_1717840551.jpg
Vente,4,30000000,Guediawaye,https://images.coinafrique.com/thumb_4785937_uploaded_image1_1717837619.jpg
Vente,5,130000000,Sicap Liberté,https://images.coinafrique.com/thumb_4741365_uploaded_image1_1715614058.jpg
Vente,20,70000000,Mbour,https://images.coinafrique.com/thumb_4773461_uploaded_image1_1717226058.jpg
Vente,6,650000000,Almadies,https://images.coinafrique.com/thumb_4740218_uploaded_image1_1715559239.jpg
Location,5,1500000,Mamelles,https://images.coinafrique.com/thumb_4740210_uploaded_image1_1715558843.jpg
Location,Non précisé,1500000,Mamelles,https://images.coinafrique.com/thumb_4737092_uploaded_image1_1715366846.jpg
Location,10,2000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4737038_uploaded_image1_1715364735.jpg
Location,8,1000000,Sacré-Coeur,https://images.coinafrique.com/thumb_4737028_uploaded_image1_1715364454.jpg
Location,11,2000000,Ouest Foire,https://images.coinafrique.com/thumb_4731480_uploaded_image1_1715112770.jpg
Vente,6,300000000,Yoff,https://images.coinafrique.com/thumb_4732269_uploaded_image1_1715164397.jpg
Vente,3,60000000,Saly,https://images.coinafrique.com/thumb_4766247_uploaded_image1_1716893960.jpg
Vente,6,87000000,Saly,https://images.coinafrique.com/thumb_4766229_uploaded_image1_1716893539.jpg
Vente,22,65000000,Saly,https://images.coinafrique.com/thumb_4766174_uploaded_image1_1716892466.jpg
Vente,8,47000000,Mbour,https://images.coinafrique.com/thumb_4766155_uploaded_image1_1716891954.jpg
Location,4,2500000,Dakar,https://images.coinafrique.com/thumb_4738859_uploaded_image1_1715476696.jpg
Location,4,1000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4738852_uploaded_image1_1715475863.jpg
Vente,8,260,Almadies,https://images.coinafrique.com/thumb_4738803_uploaded_image1_1715469252.jpg
Vente,4,30000000,Guediawaye,https://images.coinafrique.com/thumb_4781763_uploaded_image1_1717621711.jpg
Vente,6,Prixsurdemande,Almadies,https://images.coinafrique.com/thumb_4731023_uploaded_image1_1715094721.jpg
Vente,9,76000000,Dakar,https://images.coinafrique.com/thumb_4780956_uploaded_image1_1717593624.jpg
Vente,22,25000000,Guediawaye,https://images.coinafrique.com/thumb_4780624_uploaded_image1_1717584931.jpg
Vente,8,125000000,Saly,https://images.coinafrique.com/thumb_4738304_uploaded_image1_1715441535.jpg
Vente,10,65000000,Saly,https://images.coinafrique.com/thumb_4738303_uploaded_image1_1715441334.jpg
Vente,8,125000000,Saly,https://images.coinafrique.com/thumb_4738289_uploaded_image1_1715440675.jpg
Vente,6,45000000,Mbour,https://images.coinafrique.com/thumb_4738272_uploaded_image1_1715440062.jpg
Location,6,1000000,Almadies,https://images.coinafrique.com/thumb_4732721_uploaded_image1_1715174534.jpg
Location,4,120000,Saly,https://images.coinafrique.com/thumb_4732658_uploaded_image1_1715173081.jpg
Location,4,1500000,Dakar Plateau,https://images.coinafrique.com/thumb_4732599_uploaded_image1_1715171786.jpg
Location,3,80000,Mbour,https://images.coinafrique.com/thumb_4732550_uploaded_image1_1715170644.jpg
Vente,10,175000000,Mbour,https://images.coinafrique.com/thumb_4732507_uploaded_image1_1715169900.jpg
Location,5,160000,Yoff,https://images.coinafrique.com/thumb_4732489_uploaded_image1_1715169539.jpg
Location,4,160000,Saly,https://images.coinafrique.com/thumb_4729000_uploaded_image1_1715007636.jpg
Location,4,120000,Saly,https://images.coinafrique.com/thumb_4729198_uploaded_image1_1715013693.jpg
Belle,8,150000000,Mbour,https://images.coinafrique.com/thumb_4777737_uploaded_image1_1717452357.jpg
